"player_id","name","year","team","kick_returns","yards_kick_returned","kick_returns_for_tds","punt_returns","yards_punt_returned","punt_returns_for_tds"
cecilsapp/2505413,"Sapp, Cecil","2006",Denver Broncos,"4","95","0",,,
markbavaro/2499578,"Bavaro, Mark","1994",Philadelphia Eagles,--,--,--,,,
robertparker/2522757,"Parker, Robert","1987",Kansas City Chiefs,"3","49","0",,,
mikebass/2509128,"Bass, Mike","1973",Washington Redskins,--,--,--,,,
kevinharmon/2515856,"Harmon, Kevin","1989",Seattle Seahawks,"6","84","0",,,
denardrobinson/2539260,"Robinson, Denard","2015",Jacksonville Jaguars,"2","54","0",,,
anthonybell/2499598,"Bell, Anthony","1986",St. Louis Cardinals,--,--,--,,,
stevenjackson/2505936,"Jackson, Steven","2007",St. Louis Rams,--,--,--,,,
kylejuszczyk/2540230,"Juszczyk, Kyle","2013",Baltimore Ravens,"2","17","0",,,
tysonalualu/496760,"Alualu, Tyson","2013",Jacksonville Jaguars,--,--,--,,,
jimkearney/2518200,"Kearney, Jim","1972",Kansas City Chiefs,"1","0","0",,,
jacobtamme/324,"Tamme, Jacob","2016",Atlanta Falcons,--,--,--,,,
billgay/2514725,"Gay, Bill","1978",Detroit Lions,--,--,--,,,
raynitschke/2522170,"Nitschke, Ray","1959",Green Bay Packers,"2","13","0",,,
jackiebattle/2507278,"Battle, Jackie","2009",Kansas City Chiefs,--,--,--,,,
dannywoodhead/4327,"Woodhead, Danny","2014",San Diego Chargers,--,--,--,,,
tomdinkel/2512953,"Dinkel, Tom","1978",Cincinnati Bengals,--,--,--,,,
rockcartwright/2505215,"Cartwright, Rock","2004",Washington Redskins,--,--,--,,,
jakereed/2502609,"Reed, Jake","2002",New Orleans Saints,--,--,--,,,
clevelandfranklin/2514359,"Franklin, Cleveland","1980",Baltimore Colts,--,--,--,,,
garthjax/2501367,"Jax, Garth","1993",Phoenix Cardinals,--,--,--,,,
stephendavis/2500329,"Davis, Stephen","2006",St. Louis Rams,--,--,--,,,
bernardscott/81869,"Scott, Bernard","2012",Cincinnati Bengals,--,--,--,,,
garyparris/2522786,"Parris, Gary","1976",Cleveland Browns,--,--,--,,,
genebabb/2508788,"Babb, Gene","1958",San Francisco 49ers,"2","30","0",,,
joiquebell/497145,"Bell, Joique","2011",New Orleans Saints,--,--,--,,,
joiquebell/497145,"Bell, Joique","2011",Detroit Lions,--,--,--,,,
darrenperry/2502446,"Perry, Darren","1996",Pittsburgh Steelers,"1","8","0",,,
steveatwater/2499470,"Atwater, Steve","1989",Denver Broncos,--,--,--,,,
tobygerhart/497176,"Gerhart, Toby","2010",Minnesota Vikings,--,--,--,,,
waddeyharvey/2516056,"Harvey, Waddey","1970",Buffalo Bills,--,--,--,,,
steveisrael/2501311,"Israel, Steve","1998",New England Patriots,--,--,--,,,
chadfann/2500588,"Fann, Chad","1994",Arizona Cardinals,--,--,--,,,
devinsmith/2553434,"Smith, Devin","2015",New York Jets,"1","21","0",,,
kennybritt/71217,"Britt, Kenny","2013",Tennessee Titans,--,--,--,,,
curtisweathers/2528395,"Weathers, Curtis","1984",Cleveland Browns,--,--,--,,,
tomnowatzke/2522295,"Nowatzke, Tom","1970",Baltimore Colts,"7","93","0",,,
steveatwater/2499470,"Atwater, Steve","1991",Denver Broncos,--,--,--,,,
jimkovach/2518765,"Kovach, Jim","1980",New Orleans Saints,--,--,--,,,
mositatupu/2527050,"Tatupu, Mosi","1990",New England Patriots,--,--,--,,,
jimobradovich/2522344,"Obradovich, Jim","1976",San Francisco 49ers,--,--,--,,,
buckokilroy/2518443,"Kilroy, Bucko","1951",Philadelphia Eagles,"1","18","0",,,
edwest/2503597,"West, Ed","1994",Green Bay Packers,--,--,--,,,
steveraible/2523699,"Raible, Steve","1977",Seattle Seahawks,"2","19","0",,,
clintdidier/2512912,"Didier, Clint","1987",Washington Redskins,--,--,--,,,
bertjohnson/2517561,"Johnson, Bert","1939",Chicago Bears,--,--,--,,,
bertjohnson/2517561,"Johnson, Bert","1939",Chicago Cardinals,--,--,--,,,
charleyferguson/2513947,"Ferguson, Charley","1966",Buffalo Bills,"2","0","0",,,
stevethurlow/2527407,"Thurlow, Steve","1967",Washington Redskins,--,--,--,,,
tedbates/2509154,"Bates, Ted","1962",St. Louis Cardinals,--,--,--,,,
j.r.redmond/2504322,"Redmond, J.R.","2002",New England Patriots,"1","12","0",,,
bishopsankey/2543682,"Sankey, Bishop","2016",Kansas City Chiefs,--,--,--,,,
garylarsen/2519101,"Larsen, Gary","1974",Minnesota Vikings,--,--,--,,,
rickeyyoung/2529572,"Young, Rickey","1978",Minnesota Vikings,"1","8","0",,,
davidbarrett/2504111,"Barrett, David","2003",Arizona Cardinals,--,--,--,,,
tomjackson/2517323,"Jackson, Tom","1973",Denver Broncos,--,--,--,,,
johnpetchel/2523066,"Petchel, John","1942",Cleveland Rams,"2","26","0",,,
richcaster/2511269,"Caster, Rich","1974",New York Jets,--,--,--,,,
dennispitta/497254,"Pitta, Dennis","2016",Baltimore Ravens,--,--,--,,,
richcaster/2511269,"Caster, Rich","1971",New York Jets,--,--,--,,,
davewashington/2528278,"Washington, Dave","1979",Detroit Lions,--,--,--,,,
garylarsen/2519101,"Larsen, Gary","1971",Minnesota Vikings,--,--,--,,,
jeffzgonina/2503859,"Zgonina, Jeff","1997",St. Louis Rams,"1","5","0",,,
dwayneo'steen/2522577,"O'Steen, Dwayne","1980",Oakland Raiders,--,--,--,,,
alfbauman/2509188,"Bauman, Alf","1948",Chicago Bears,--,--,--,,,
bobklein/2518595,"Klein, Bob","1970",Los Angeles Rams,--,--,--,,,
chuckforeman/2514241,"Foreman, Chuck","1973",Minnesota Vikings,--,--,--,,,
tankyounger/2529597,"Younger, Tank","1955",Los Angeles Rams,--,--,--,,,
jasonpierre-paul/496843,"Pierre-Paul, Jason","2014",New York Giants,--,--,--,,,
lydellcarr/2511133,"Carr, Lydell","1989",Phoenix Cardinals,"1","15","0",,,
coryredding/2505510,"Redding, Cory","2005",Detroit Lions,--,--,--,,,
billsaul/2524940,"Saul, Bill","1963",Baltimore Colts,--,--,--,,,
geneschroeder/2525113,"Schroeder, Gene","1951",Chicago Bears,"1","18","0",,,
genelipscomb/2519561,"Lipscomb, Gene","1955",Los Angeles Rams,"2","32","0",,,
jimobradovich/2522344,"Obradovich, Jim","1979",Tampa Bay Buccaneers,--,--,--,,,
larryatkins/2499469,"Atkins, Larry","2002",Kansas City Chiefs,--,--,--,,,
johnthierry/2503290,"Thierry, John","1999",Cleveland Browns,--,--,--,,,
larstate/2527040,"Tate, Lars","1988",Tampa Bay Buccaneers,--,--,--,,,
tomscott/2525226,"Scott, Tom","1962",New York Giants,--,--,--,,,
johnreger/2523910,"Reger, John","1957",Pittsburgh Steelers,--,--,--,,,
kylejohnson/2505129,"Johnson, Kyle","2006",Denver Broncos,"1","14","0",,,
tonyadamle/2508187,"Adamle, Tony","1949",Cleveland Browns,--,--,--,,,
kurtgouveia/2500850,"Gouveia, Kurt","1988",Washington Redskins,--,--,--,,,
chrisperry/2506111,"Perry, Chris","2006",Cincinnati Bengals,"21","412","0",,,
jimcheyunski/2511426,"Cheyunski, Jim","1969",Boston Patriots,--,--,--,,,
mikesellers/2502894,"Sellers, Mike","2000",Washington Redskins,"3","32","0",,,
edwest/2503597,"West, Ed","1996",Philadelphia Eagles,--,--,--,,,
garyparris/2522786,"Parris, Gary","1979",St. Louis Cardinals,--,--,--,,,
frankakins/2508279,"Akins, Frank","1943",Washington Redskins,--,--,--,,,
tullybanta-cain/2505547,"Banta-Cain, Tully","2008",San Francisco 49ers,--,--,--,,,
chrisgedney/2500784,"Gedney, Chris","1998",Arizona Cardinals,"2","12","0",,,
perryharrington/2515897,"Harrington, Perry","1983",Philadelphia Eagles,"4","79","0",,,
mikezordich/2503863,"Zordich, Mike","1997",Philadelphia Eagles,--,--,--,,,
hakeemnicks/80672,"Nicks, Hakeem","2011",New York Giants,--,--,--,,,
davewashington/2528278,"Washington, Dave","1976",San Francisco 49ers,--,--,--,,,
tonypaige/2502386,"Paige, Tony","1987",Detroit Lions,--,--,--,,,
darrenperry/2502446,"Perry, Darren","1994",Pittsburgh Steelers,--,--,--,,,
neillarmstrong/2508639,"Armstrong, Neill","1951",Philadelphia Eagles,--,--,--,,,
richieanderson/2499433,"Anderson, Richie","1998",New York Jets,--,--,--,,,
bradbeckman/2509282,"Beckman, Brad","1988",New York Giants,"1","7","0",,,
thomasdavis/2506352,"Davis, Thomas","2007",Carolina Panthers,--,--,--,,,
johnharris/2515955,"Harris, John","1961",Oakland Raiders,--,--,--,,,
jimosborne/2522564,"Osborne, Jim","1980",Chicago Bears,--,--,--,,,
scottcase/2500025,"Case, Scott","1988",Atlanta Falcons,--,--,--,,,
miketolbert/2507428,"Tolbert, Mike","2010",San Diego Chargers,--,--,--,,,
ericfoster/4247,"Foster, Eric","2011",Indianapolis Colts,--,--,--,,,
jimcarter/2511185,"Carter, Jim","1978",Green Bay Packers,--,--,--,,,
seyiajirotutu/497260,"Ajirotutu, Seyi","2011",Carolina Panthers,--,--,--,,,
sonnyrandle/2523736,"Randle, Sonny","1965",St. Louis Cardinals,--,--,--,,,
pierrethomas/2507141,"Thomas, Pierre","2007",New Orleans Saints,"36","865","0",,,
jasonbabin/2505900,"Babin, Jason","2004",Houston Texans,--,--,--,,,
kellycampbell/2504858,"Campbell, Kelly","2005",Minnesota Vikings,--,--,--,,,
raynitschke/2522170,"Nitschke, Ray","1964",Green Bay Packers,--,--,--,,,
derrickramsey/2523713,"Ramsey, Derrick","1982",Los Angeles Raiders,--,--,--,,,
donthompson/2527320,"Thompson, Don","1964",Philadelphia Eagles,"1","0","0",,,
joekoontz/2518727,"Koontz, Joe","1968",New York Giants,"1","13","0",,,
joerobb/2524244,"Robb, Joe","1961",St. Louis Cardinals,--,--,--,,,
davidrichie/2502658,"Richie, David","1997",Denver Broncos,--,--,--,,,
bobreifsnyder/2523934,"Reifsnyder, Bob","1960",New York Titans,"1","16","0",,,
weschesson/2511418,"Chesson, Wes","1972",Atlanta Falcons,"1","0","0",,,
patfranklin/2514372,"Franklin, Pat","1987",Cincinnati Bengals,--,--,--,,,
dennisonkotz/2522519,"Onkotz, Dennis","1970",New York Jets,"1","0","0",,,
dickplasman/2523307,"Plasman, Dick","1944",Chicago Bears,"1",-1,"0",,,
ronjohnson/2517753,"Johnson, Ron","1971",New York Giants,--,--,--,,,
tommyhart/2516033,"Hart, Tommy","1978",Chicago Bears,--,--,--,,,
cliffanderson/2508473,"Anderson, Cliff","1953",Chicago Cardinals,--,--,--,,,
cliffanderson/2508473,"Anderson, Cliff","1953",New York Giants,--,--,--,,,
dickdaniels/2512444,"Daniels, Dick","1966",Dallas Cowboys,--,--,--,,,
herborvis/2522557,"Orvis, Herb","1976",Detroit Lions,--,--,--,,,
billyharris/2515995,"Harris, Billy","1968",Atlanta Falcons,"1","16","0",,,
brianhartline/81831,"Hartline, Brian","2010",Miami Dolphins,--,--,--,,,
mikeanderson/2504210,"Anderson, Mike","2006",Baltimore Ravens,--,--,--,,,
arttait/2526986,"Tait, Art","1952",Dallas Texans,"1","0","0",,,
jakeo'connell/238500,"O'Connell, Jake","2012",Kansas City Chiefs,--,--,--,,,
leecalland/2510938,"Calland, Lee","1966",Atlanta Falcons,--,--,--,,,
jorvorskielane/2536532,"Lane, Jorvorskie","2015",Tampa Bay Buccaneers,--,--,--,,,
ronjohnson/2517753,"Johnson, Ron","1974",New York Giants,--,--,--,,,
mattchatham/2500051,"Chatham, Matt","2002",New England Patriots,--,--,--,,,
carlosfrancis/2506050,"Francis, Carlos","2006",Oakland Raiders,--,--,--,,,
scottchandler/2495573,"Chandler, Scott","2011",Buffalo Bills,--,--,--,,,
traviskirschke/2501628,"Kirschke, Travis","2006",Pittsburgh Steelers,"1","0","0",,,
rickbadanjek/2508812,"Badanjek, Rick","1988",Atlanta Falcons,--,--,--,,,
dimitripatterson/2506600,"Patterson, Dimitri","2013",Miami Dolphins,--,--,--,,,
harrycarson/2511167,"Carson, Harry","1978",New York Giants,--,--,--,,,
vincentjackson/2506400,"Jackson, Vincent","2011",San Diego Chargers,--,--,--,,,
jonathanlinton/2501764,"Linton, Jonathan","2000",Buffalo Bills,"3","40","0",,,
mickeyzofko/2529675,"Zofko, Mickey","1973",Detroit Lions,"1","7","0",,,
michaelroan/2502683,"Roan, Michael","1997",Tennessee Oilers,"2","20","0",,,
deroncherry/2500055,"Cherry, Deron","1982",Kansas City Chiefs,"1","39","0",,,
danefletcher/2507838,"Fletcher, Dane","2010",New England Patriots,"1","0","0",,,
rustychambers/2511327,"Chambers, Rusty","1975",New Orleans Saints,"1","15","0",,,
patrickallen/2508391,"Allen, Patrick","1984",Houston Oilers,"11","210","0",,,
horacegillom/2514900,"Gillom, Horace","1955",Cleveland Browns,--,--,--,,,
davidlewis/2519430,"Lewis, David","1984",Detroit Lions,--,--,--,,,
d.j.ware/2495772,"Ware, D.J.","2011",New York Giants,"2","17","0",,,
huntergoodwin/2500840,"Goodwin, Hunter","1999",Miami Dolphins,--,--,--,,,
mattchatham/2500051,"Chatham, Matt","2006",New York Jets,"2","26","0",,,
chriskelsay/2505507,"Kelsay, Chris","2005",Buffalo Bills,--,--,--,,,
stanfordjennings/2501394,"Jennings, Stanford","1985",Cincinnati Bengals,"13","218","0",,,
traviskirschke/2501628,"Kirschke, Travis","2002",Detroit Lions,--,--,--,,,
cedricpeerman/79629,"Peerman, Cedric","2009",Cleveland Browns,--,--,--,,,
cedricpeerman/79629,"Peerman, Cedric","2009",Detroit Lions,--,--,--,,,
michaelwilliams/2539197,"Williams, Michael","2015",New England Patriots,"3","18","0",,,
briankinchen/2501612,"Kinchen, Brian","1992",Cleveland Browns,--,--,--,,,
gregscales/2502851,"Scales, Greg","1990",New Orleans Saints,--,--,--,,,
georgethomas/2503305,"Thomas, George","1990",Atlanta Falcons,--,--,--,,,
georgeseals/2525257,"Seals, George","1967",Chicago Bears,--,--,--,,,
ericfairs/2500586,"Fairs, Eric","1992",Atlanta Falcons,--,--,--,,,
otistaylor/2527108,"Taylor, Otis","1967",Kansas City Chiefs,--,--,--,,,
stevegage/2514531,"Gage, Steve","1987",Washington Redskins,--,--,--,,,
charleyferguson/2513947,"Ferguson, Charley","1969",Buffalo Bills,--,--,--,,,
charleyoung/2529542,"Young, Charle","1984",Seattle Seahawks,--,--,--,,,
jayratliff/2506556,"Ratliff, Jay","2010",Dallas Cowboys,--,--,--,,,
danland/2501684,"Land, Dan","1995",Oakland Raiders,--,--,--,,,
timfoley/2514194,"Foley, Tim","1975",Miami Dolphins,--,--,--,,,
billthomas/2527293,"Thomas, Bill","1972",Dallas Cowboys,"2","50","0",,,
mikemcbath/2520473,"McBath, Mike","1968",Buffalo Bills,--,--,--,,,
stevejohnson/768,"Johnson, Steve","2008",Buffalo Bills,"1","0","0",,,
robnairne/2521941,"Nairne, Rob","1983",New Orleans Saints,--,--,--,,,
mikebarber/2508982,"Barber, Mike","1983",Los Angeles Rams,--,--,--,,,
carterhartwig/2516047,"Hartwig, Carter","1980",Houston Oilers,--,--,--,,,
clarencepeaks/2522916,"Peaks, Clarence","1964",Pittsburgh Steelers,"12","326","0",,,
dimitripatterson/2506600,"Patterson, Dimitri","2007",Kansas City Chiefs,--,--,--,,,
geraldnichols/2502295,"Nichols, Gerald","1988",New York Jets,--,--,--,,,
proverbjacobs/2517347,"Jacobs, Proverb","1962",New York Titans,--,--,--,,,
marcusgilchrist/2495153,"Gilchrist, Marcus","2011",San Diego Chargers,"3","46","0",,,
fredbaxter/2499580,"Baxter, Fred","2002",Chicago Bears,--,--,--,,,
fredbaxter/2499580,"Baxter, Fred","2002",New England Patriots,--,--,--,,,
georgejamison/2501360,"Jamison, George","1990",Detroit Lions,--,--,--,,,
mikeanderson/2504210,"Anderson, Mike","2002",Denver Broncos,"2","39","0",,,
fozzywhittaker/2540037,"Whittaker, Fozzy","2013",San Diego Chargers,"6","156","0",,,
fozzywhittaker/2540037,"Whittaker, Fozzy","2013",Cleveland Browns,"23","482","0",,,
rockythompson/2527351,"Thompson, Rocky","1972",New York Giants,"29","821","1",,,
waltrankin/2523745,"Rankin, Walt","1941",Chicago Cardinals,--,--,--,,,
jackdelrio/2500366,"Del Rio, Jack","1988",Kansas City Chiefs,--,--,--,,,
doncalhoun/2510925,"Calhoun, Don","1976",New England Patriots,"9","183","0",,,
marshallfaulk/2500601,"Faulk, Marshall","1997",Indianapolis Colts,--,--,--,,,
rickybell/2509366,"Bell, Ricky","1982",San Diego Chargers,"1","10","0",,,
mikequick/2523644,"Quick, Mike","1988",Philadelphia Eagles,--,--,--,,,
dougbarnett/2509039,"Barnett, Doug","1983",Los Angeles Rams,"1","0","0",,,
kimbleanders/2499414,"Anders, Kimble","1996",Kansas City Chiefs,"2","37","0",,,
frankhartley/2501070,"Hartley, Frank","1998",San Diego Chargers,"1","11","0",,,
waltarnold/2508666,"Arnold, Walt","1982",Houston Oilers,--,--,--,,,
ryanwetnight/2503603,"Wetnight, Ryan","1996",Chicago Bears,--,--,--,,,
jimkelly/2518287,"Kelly, Jim","1965",Philadelphia Eagles,--,--,--,,,
terrylecount/2519248,"LeCount, Terry","1984",Minnesota Vikings,--,--,--,,,
terrytautolo/2527057,"Tautolo, Terry","1981",San Francisco 49ers,--,--,--,,,
terrytautolo/2527057,"Tautolo, Terry","1981",Detroit Lions,--,--,--,,,
billynewsome/2522107,"Newsome, Billy","1975",New York Jets,--,--,--,,,
edperry/2502447,"Perry, Ed","1998",Miami Dolphins,--,--,--,,,
stevekiner/2518477,"Kiner, Steve","1977",Houston Oilers,--,--,--,,,
alfredoroberts/2502691,"Roberts, Alfredo","1991",Dallas Cowboys,--,--,--,,,
benjaminwatson/2506122,"Watson, Benjamin","2010",Cleveland Browns,--,--,--,,,
thomasdavis/2506352,"Davis, Thomas","2013",Carolina Panthers,--,--,--,,,
steveokoniewski/2522426,"Okoniewski, Steve","1976",St. Louis Cardinals,"1","12","0",,,
walterpayton/2522907,"Payton, Walter","1983",Chicago Bears,--,--,--,,,
johnreger/2523910,"Reger, John","1958",Pittsburgh Steelers,--,--,--,,,
alfredoroberts/2502691,"Roberts, Alfredo","1989",Kansas City Chiefs,--,--,--,,,
mattvanderbeek/2503450,"Vanderbeek, Matt","1995",Washington Redskins,"1","7","0",,,
freddavis/2512555,"Davis, Fred","1947",Chicago Bears,--,--,--,,,
jimmykleinsasser/2501633,"Kleinsasser, Jimmy","2000",Minnesota Vikings,--,--,--,,,
warrenseitz/2525302,"Seitz, Warren","1987",New York Giants,--,--,--,,,
billbarnett/2509048,"Barnett, Bill","1985",Miami Dolphins,--,--,--,,,
kylejohnson/2505129,"Johnson, Kyle","2002",Denver Broncos,--,--,--,,,
ronhall/2500975,"Hall, Ron","1993",Tampa Bay Buccaneers,--,--,--,,,
huntergoodwin/2500840,"Goodwin, Hunter","2003",Minnesota Vikings,--,--,--,,,
jimmandich/2520052,"Mandich, Jim","1975",Miami Dolphins,--,--,--,,,
johnanderson/2508525,"Anderson, John","1984",Green Bay Packers,--,--,--,,,
pierrethomas/2507141,"Thomas, Pierre","2013",New Orleans Saints,"1","12","0",,,
davidthompson/2503335,"Thompson, David","1997",St. Louis Rams,"49","1,110","0",,,
aaronpierce/2502481,"Pierce, Aaron","1996",New York Giants,--,--,--,,,
johnnydavis/2512581,"Davis, Johnny","1985",Cleveland Browns,--,--,--,,,
myronlapka/2519085,"Lapka, Myron","1982",Los Angeles Rams,--,--,--,,,
tombeer/2509303,"Beer, Tom","1971",New England Patriots,--,--,--,,,
caseyfitzsimmons/2505287,"Fitzsimmons, Casey","2005",Detroit Lions,--,--,--,,,
craigterrill/2505897,"Terrill, Craig","2006",Seattle Seahawks,--,--,--,,,
kevinkasper/2504536,"Kasper, Kevin","2006",Detroit Lions,--,--,--,,,
spencertillman/2503361,"Tillman, Spencer","1994",Houston Oilers,"4","51","0",,,
joecarter/2511216,"Carter, Joe","1938",Philadelphia Eagles,--,--,--,,,
brandenoliver/2550658,"Oliver, Branden","2014",San Diego Chargers,"1","22","0",,,
marshallfaulk/2500601,"Faulk, Marshall","2001",St. Louis Rams,--,--,--,,,
dannypeebles/2502435,"Peebles, Danny","1989",Tampa Bay Buccaneers,--,--,--,,,
brandonjackson/2507179,"Jackson, Brandon","2008",Green Bay Packers,--,--,--,,,
calaiscampbell/744,"Campbell, Calais","2013",Arizona Cardinals,--,--,--,,,
charlieweaver/2528402,"Weaver, Charlie","1976",Detroit Lions,--,--,--,,,
pattillman/2503360,"Tillman, Pat","2000",Arizona Cardinals,--,--,--,,,
anthonyanderson/2508462,"Anderson, Anthony","1979",Pittsburgh Steelers,"13","200","0",,,
dansaleaumua/2502806,"Saleaumua, Dan","1998",Seattle Seahawks,--,--,--,,,
leefolkins/2514199,"Folkins, Lee","1964",Dallas Cowboys,"1","0","0",,,
mychalrivera/2539995,"Rivera, Mychal","2013",Oakland Raiders,"1","3","0",,,
jimthornton/2503345,"Thornton, Jim","1994",New York Jets,"1","0","0",,,
mikezordich/2503863,"Zordich, Mike","1996",Philadelphia Eagles,--,--,--,,,
jeromebarkum/2509001,"Barkum, Jerome","1983",New York Jets,--,--,--,,,
chadfann/2500588,"Fann, Chad","1997",San Francisco 49ers,"1","0","0",,,
dannypeebles/2502435,"Peebles, Danny","1991",Cleveland Browns,"8","149","0",,,
gregbaty/2499576,"Baty, Greg","1990",Miami Dolphins,--,--,--,,,
percyharvin/80425,"Harvin, Percy","2010",Minnesota Vikings,"40","933","1",,,
clifftaylor/2527072,"Taylor, Cliff","1974",Chicago Bears,"27","567","0",,,
georgefarmer/2513837,"Farmer, George","1984",Los Angeles Rams,--,--,--,,,
dickerdlitz/2513670,"Erdlitz, Dick","1942",Philadelphia Eagles,"1","25","0",,,
elmerangsman/2508577,"Angsman, Elmer","1952",Chicago Cardinals,--,--,--,,,
edwest/2503597,"West, Ed","1997",Atlanta Falcons,--,--,--,,,
melvinbaker/2508888,"Baker, Melvin","1974",Miami Dolphins,"1","22","0",,,
samgraddy/2515132,"Graddy, Sam","1992",Los Angeles Raiders,"5","85","0",,,
josephjefferson/2505069,"Jefferson, Joseph","2005",Indianapolis Colts,"1","11","0",,,
kevinscott/2502870,"Scott, Kevin","1993",Detroit Lions,--,--,--,,,
leeshaffer/2525364,"Shaffer, Lee","1938",New York Giants,--,--,--,,,
deemsmay/2501920,"May, Deems","1999",Seattle Seahawks,--,--,--,,,
bennynelson/2522026,"Nelson, Benny","1964",Houston Oilers,"13","304","0",,,
mossismadu/2530789,"Madu, Mossis","2011",Tampa Bay Buccaneers,"1","0","0",,,
anthonythomas/2504657,"Thomas, Anthony","2007",Buffalo Bills,"2","26","0",,,
jasonmccourty/89756,"McCourty, Jason","2012",Tennessee Titans,"1","14","0",,,
joshhill/2541834,"Hill, Josh","2016",New Orleans Saints,--,--,--,,,
tonypaige/2502386,"Paige, Tony","1986",New York Jets,--,--,--,,,
chadlewis/2501740,"Lewis, Chad","1999",St. Louis Rams,--,--,--,,,
chadlewis/2501740,"Lewis, Chad","1999",Philadelphia Eagles,--,--,--,,,
datonejones/2539325,"Jones, Datone","2015",Green Bay Packers,"1","9","0",,,
jackferrante/2513969,"Ferrante, Jack","1950",Philadelphia Eagles,--,--,--,,,
anthonydixon/497172,"Dixon, Anthony","2010",San Francisco 49ers,--,--,--,,,
stevedavis/2512634,"Davis, Steve","1974",Pittsburgh Steelers,"12","269","0",,,
jeffzgonina/2503859,"Zgonina, Jeff","1994",Pittsburgh Steelers,"2","8","0",,,
jimparmer/2522781,"Parmer, Jim","1955",Philadelphia Eagles,--,--,--,,,
spencerware/2540204,"Ware, Spencer","2016",Kansas City Chiefs,--,--,--,,,
jamesjackson/2504682,"Jackson, James","2003",Cleveland Browns,"1","68","0",,,
brandonmanumaleuna/2504600,"Manumaleuna, Brandon","2003",St. Louis Rams,--,--,--,,,
michaelroan/2502683,"Roan, Michael","1996",Houston Oilers,"1","13","0",,,
tomwham/2528600,"Wham, Tom","1951",Chicago Cardinals,--,--,--,,,
chadlewis/2501740,"Lewis, Chad","2003",Philadelphia Eagles,--,--,--,,,
rayhamilton/2515696,"Hamilton, Ray","1944",Cleveland Rams,--,--,--,,,
garybarnidge/1060,"Barnidge, Gary","2014",Cleveland Browns,--,--,--,,,
jimallison/2508405,"Allison, Jim","1967",San Diego Chargers,--,--,--,,,
bobhanlon/2515745,"Hanlon, Bob","1948",Chicago Cardinals,--,--,--,,,
walterrasby/2502585,"Rasby, Walter","1994",Pittsburgh Steelers,--,--,--,,,
bobtoneff/2527523,"Toneff, Bob","1962",Washington Redskins,--,--,--,,,
rodphillips/2523186,"Phillips, Rod","1979",St. Louis Cardinals,--,--,--,,,
zachline/2539303,"Line, Zach","2015",Minnesota Vikings,"3","43","0",,,
patfranklin/2514372,"Franklin, Pat","1986",Tampa Bay Buccaneers,"3","23","0",,,
jimfinn/2500632,"Finn, Jim","2001",Indianapolis Colts,"3","29","0",,,
markvaneeghen/2527862,"van Eeghen, Mark","1978",Oakland Raiders,--,--,--,,,
victorfloyd/2514180,"Floyd, Victor","1989",San Diego Chargers,"3","12","0",,,
kennywatson/2504357,"Watson, Kenny","2001",Washington Redskins,--,--,--,,,
randybaldwin/2499508,"Baldwin, Randy","1991",Minnesota Vikings,"1","14","0",,,
randybaldwin/2499508,"Baldwin, Randy","1991",Cleveland Browns,--,--,--,,,
joecampbell/2510983,"Campbell, Joe","1977",New Orleans Saints,"2","33","0",,,
kenriley/2524185,"Riley, Ken","1977",Cincinnati Bengals,--,--,--,,,
lorenzoalexander/2506268,"Alexander, Lorenzo","2008",Washington Redskins,--,--,--,,,
daniealmanning/2495892,"Manning, Danieal","2010",Chicago Bears,"33","816","0",,,
bubbafranks/2504255,"Franks, Bubba","2002",Green Bay Packers,--,--,--,,,
demetricevans/2504457,"Evans, Demetric","2001",Dallas Cowboys,"1","7","0",,,
bobdee/2512708,"Dee, Bob","1966",Boston Patriots,--,--,--,,,
richardquinn/71443,"Quinn, Richard","2009",Denver Broncos,"1","19","0",,,
tomjackson/2517323,"Jackson, Tom","1984",Denver Broncos,--,--,--,,,
tedmarchibroda/2520121,"Marchibroda, Ted","1956",Pittsburgh Steelers,--,--,--,,,
jonjaqua/2517422,"Jaqua, Jon","1972",Washington Redskins,--,--,--,,,
johnreger/2523910,"Reger, John","1960",Pittsburgh Steelers,--,--,--,,,
jeffking/2495877,"King, Jeff","2006",Carolina Panthers,"0","0","0",,,
kerryrhodes/2506460,"Rhodes, Kerry","2008",New York Jets,--,--,--,,,
artfaircloth/2513799,"Faircloth, Art","1948",New York Giants,--,--,--,,,
otisarmstrong/2508641,"Armstrong, Otis","1980",Denver Broncos,--,--,--,,,
jamesdevelin/2508101,"Develin, James","2012",New England Patriots,--,--,--,,,
jamespatton/2502422,"Patton, James","1995",Buffalo Bills,--,--,--,,,
jimmychilds/2511440,"Childs, Jimmy","1978",St. Louis Cardinals,"4","77","0",,,
bubbafranks/2504255,"Franks, Bubba","2006",Green Bay Packers,--,--,--,,,
waynerasmussen/2523766,"Rasmussen, Wayne","1967",Detroit Lions,--,--,--,,,
jimkanicki/2518124,"Kanicki, Jim","1968",Cleveland Browns,--,--,--,,,
clarencekay/2501569,"Kay, Clarence","1992",Denver Broncos,--,--,--,,,
kennethdarby/2495587,"Darby, Kenneth","2010",St. Louis Rams,--,--,--,,,
vetokissell/2518576,"Kissell, Veto","1949",Buffalo Bills,--,--,--,,,
nickreed/89786,"Reed, Nick","2009",Seattle Seahawks,"1","3","0",,,
drakegarrett/2514649,"Garrett, Drake","1970",Denver Broncos,--,--,--,,,
